time_s,theta_rad,omega_rad_s,torque_Nm,desired_velocity_rad_s
0.0009999275207519531,-0.007820248722056888,-0.012210012210012167,0.006945045000000017,0.15358200967312807
0.0019998550415039062,-0.0001907377737087046,-0.012210012210012167,0.022270585500000023,0.01631733120616438
0.0029997825622558594,-0.0001907377737087046,-0.012210012210012167,0.005838571950000036,-0.00011468234383560545
0.0039997100830078125,-0.0001907377737087046,-0.012210012210012167,-0.014995240244999968,-0.02094849453883561
0.004999637603759766,-0.0001907377737087046,-0.012210012210012167,-0.0035206712204999564,-0.009473925514335598
0.005999565124511719,-0.0001907377737087046,0.012210012210012167,0.0068064409015500555,0.02038920614373388
0.006999492645263672,-0.0001907377737087046,0.012210012210012167,0.03120584181139506,0.044788607053578885
0.007999420166015625,-0.0001907377737087046,-0.012210012210012167,0.010865302630255556,0.004912048336419915
0.008999347686767578,0.0001907377737087046,0.012210012210012167,-0.004426182632769985,0.0015270716610656567
0.009999275207519531,-0.0001907377737087046,-0.012210012210012167,-0.027248519369492977,-0.03320177366332862
0.010999202728271484,-0.0001907377737087046,0.012210012210012167,-0.023623622432543675,-0.01004085719035985
0.011999130249023438,-0.0001907377737087046,-0.012210012210012167,-0.029421215189289304,-0.03537446948312495
0.01299905776977539,-0.0001907377737087046,-0.012210012210012167,-0.05881904867036037,-0.064772302964196
0.013998985290527344,-0.0001907377737087046,-0.012210012210012167,-0.052037098803324335,-0.057990353097159976
0.014998912811279297,-0.0001907377737087046,-0.012210012210012167,-0.0459333439229919,-0.051886598216827534
0.01599884033203125,-0.0001907377737087046,-0.012210012210012167,-0.058559964530692704,-0.06451321882452835
0.016998767852783203,-0.0001907377737087046,-0.012210012210012167,-0.048773923077623425,-0.05472717737145907
0.017998695373535156,-0.0001907377737087046,-0.012210012210012167,-0.04299648576986108,-0.04894974006369671
0.01899862289428711,-0.0001907377737087046,-0.012210012210012167,-0.025706792192874965,-0.03166004648671061
0.019998550415039062,-0.0001907377737087046,-0.0366300366300365,0.007988932026412529,-0.01750034180344258
0.020998477935791016,-0.0001907377737087046,-0.012210012210012167,0.032270083823771285,0.026316829529935644
0.02199840545654297,-0.0001907377737087046,-0.0366300366300365,0.042033120441394164,0.016543846611539056
0.022998332977294922,-0.0001907377737087046,-0.0366300366300365,0.050819853397254755,0.025330579567399647
